V_L,V_R,velocity,acc,omega,alpha
2.401400,2.401400,-0.026100,0.000000,-0.429351,10.061823
2.398400,2.398400,0.117600,26.139000,0.089012,-15.751596
2.398400,2.398400,0.209100,-12.881000,0.185005,37.568212
2.398400,2.398400,0.300500,-12.881000,0.108210,-6.614798
2.396000,2.396000,0.418200,26.516000,0.567232,59.271381
2.396800,2.396800,0.496600,26.516000,0.664970,60.842178
2.396000,2.396000,0.588100,26.893000,0.911062,-1.858776
0.000000,2.401400,0.784100,13.635000,0.919789,-115.924769
2.397600,2.397600,0.797200,14.012000,0.638791,-117.635191
2.396800,2.396800,1.006300,26.894000,0.591667,131.990525
0.000000,2.405200,0.967100,-12.127000,0.535816,39.173915
-2.408200,0.000000,0.927900,27.270000,4.286529,253.692333
-2.407600,-1.794000,0.509700,26.893000,8.370599,117.539198
-2.399200,-2.399200,0.261300,-25.385000,7.534586,-184.088603
-2.396800,-2.396800,0.261300,13.258000,7.159341,178.904975
-2.396800,-2.396800,0.026100,0.000000,5.668829,-125.742246
-2.395400,-2.395400,-0.078400,26.139000,1.528908,-79.909900
-2.394600,-2.394600,-0.209100,26.139000,-0.450295,-8.403760
-2.409000,0.000000,-0.235200,12.881000,1.143191,53.799774
-2.412800,0.000000,-0.274400,-26.516000,1.319469,83.479098
-2.412800,0.000000,-0.313600,-26.516000,1.570796,-7.984881
-2.414400,0.000000,-0.313600,25.762000,1.788962,105.950212
-2.403000,-2.403000,-0.444300,25.762000,1.495747,-117.914444
-2.402200,-2.402200,-0.509700,-26.516000,-0.089012,85.259334
-2.397600,-2.397600,-0.588100,-26.893000,-0.904081,168.171200
-2.397600,-2.397600,-0.731800,-0.377000,-1.127483,15.830136
-2.399200,-2.399200,-0.797200,-1.131000,-1.066396,-160.064146
-2.399200,-2.399200,-0.927900,25.385000,-1.729621,62.657320
-2.400600,-2.400600,-1.019400,12.127000,-0.912807,93.165675
-2.400000,-2.400000,-1.058600,25.385000,-1.640609,-21.633356
0.000000,-2.411400,-1.071700,-14.012000,-2.532473,-160.125232
0.931800,0.000000,-0.993200,-0.378000,-2.469641,24.129177
2.409800,2.375000,-0.627300,25.762000,-2.305580,249.669349
2.403000,2.368200,-0.222100,0.000000,0.797615,-19.800760
2.395400,2.395400,-0.156800,12.881000,1.736603,39.714967
2.396000,2.396000,0.026100,-26.139000,4.543092,94.055793
2.396000,2.396000,0.013000,13.258000,4.398230,74.141587
2.396000,2.396000,0.013000,0.000000,2.331760,-70.013883
2.396800,2.396800,0.117600,-26.139000,0.680678,-45.596727
2.394600,2.394600,0.365900,-12.881000,0.102974,66.313785
2.395400,2.395400,0.392000,13.635000,-0.043633,-49.898963
2.396000,2.396000,0.548900,-12.504000,0.513127,141.624742
2.395400,2.395400,0.653400,13.635000,0.808087,32.602750
2.396800,2.396800,0.692600,-12.127000,1.197296,-275.334416
2.395400,2.395400,0.914800,14.012000,1.059415,106.979956
2.396800,2.396800,0.914800,26.893000,1.202532,-242.024807
2.397600,2.397600,1.019400,-25.385000,0.703368,-94.614299
2.399200,2.399200,1.110900,-25.385000,0.596903,249.014851
2.395400,2.395400,1.202300,1.131000,0.429351,125.192467
2.397600,2.397600,1.293800,1.131000,0.623083,28.466320
2.394600,2.394600,1.372200,14.012000,0.448550,121.981061
2.396000,2.396000,1.450700,-25.008000,0.759218,-87.868601
2.397600,2.397600,1.516000,-12.127000,0.818559,-222.407306
-2.402200,-2.402200,0.352800,13.258000,5.689773,198.801728
-2.395400,-2.395400,0.392000,-12.881000,5.876524,178.189390
-2.392200,-2.392200,0.248300,13.258000,8.609709,98.323123
-2.393000,-2.393000,0.222100,13.258000,9.471902,-37.594392
-2.396800,-2.396800,0.013000,0.000000,6.262241,-221.909887
-2.398400,-2.398400,-0.130600,0.000000,2.968805,-100.749131
-2.396000,-2.396000,-0.248300,-26.516000,0.724312,19.739674
-2.398400,-2.398400,-0.326700,12.881000,-0.851721,-45.404740
-2.396800,-2.396800,-0.444300,12.504000,-1.099557,58.983402
-2.397600,-2.397600,-0.522700,-0.754000,-1.574287,-10.759955
2.256400,2.372000,-0.196000,-26.516000,-0.052360,-21.284290
2.401400,2.401400,-0.052200,26.139000,0.099484,-2.635447
2.395400,2.395400,0.078400,0.000000,0.176278,36.782814
2.395400,2.395400,0.182900,-12.881000,-0.029671,20.359266
2.396000,2.396000,0.300500,26.516000,0.001745,57.997291
2.395400,2.395400,0.405100,-12.881000,0.186750,18.954276
2.396000,2.396000,0.548900,0.377000,0.474730,1.649336
2.396000,2.396000,0.666500,-25.762000,0.610865,-217.878177
2.394600,2.394600,0.849500,0.754000,0.832522,-67.893308
2.396000,2.396000,0.927900,27.647000,0.876155,275.639848
2.394600,2.394600,0.980200,-25.385000,0.623083,-171.330246
2.394600,2.394600,1.058600,26.893000,0.525344,-116.116755
0.000000,2.403000,1.058600,-12.127000,2.080432,130.594261
-0.753400,2.411400,1.058600,27.647000,5.237733,-216.167754
-2.409800,0.000000,0.731800,-12.504000,8.906415,28.684486
-2.400000,-2.400000,0.117600,0.000000,10.826277,239.075201
-2.396000,-2.396000,0.169900,0.000000,10.428342,68.661253
-2.397600,-2.397600,0.078400,26.139000,10.632546,-145.481920
-2.391600,-2.391600,-0.052200,12.881000,8.616691,-111.535266
-2.395400,-2.395400,-0.169900,26.139000,5.061455,-82.606433
-2.397600,-2.397600,-0.261300,-13.258000,1.251401,-84.369216
-2.399200,-2.399200,-0.379000,-13.635000,-0.134390,-90.268429
-2.398400,-2.398400,-0.405100,-0.754000,-0.940732,20.778145
-2.396800,-2.396800,-0.588100,-13.635000,-1.352630,-39.671334
-2.397600,-2.397600,-0.705700,-26.893000,-1.193805,-22.584560
-2.396800,-2.396800,-0.731800,-13.635000,-1.270600,132.645023
-2.396000,-2.396000,-0.862500,25.762000,-1.382301,39.008109
0.000000,-2.406800,-0.862500,-27.270000,-2.096140,-160.203772
0.755200,0.000000,-0.797200,-26.893000,-2.391101,34.496433
2.409000,1.853000,-0.392000,-0.754000,-2.837905,-58.974675
2.400600,2.400600,-0.300500,-0.377000,-4.164356,35.325464
2.393800,2.393800,-0.065300,-26.139000,-3.235840,-83.077672
2.392200,2.392200,0.000000,0.000000,-1.722640,106.142198
2.396000,2.396000,0.065300,13.258000,0.551524,-15.053465
2.396000,2.396000,0.182900,0.000000,0.336849,-5.358161
2.396000,2.396000,0.300500,-12.881000,0.568977,66.147979
2.394600,2.394600,0.496600,0.000000,0.527089,195.721222
2.396000,2.396000,0.548900,26.516000,0.408407,-72.352624
2.396000,2.396000,0.627300,0.754000,0.692896,14.320426
2.396000,2.396000,0.679600,14.012000,0.537561,-3.988077
2.391600,2.391600,0.758000,0.754000,0.514872,-126.265845
2.393000,2.393000,0.849500,26.893000,0.916298,-86.865037
2.396000,2.396000,1.006300,0.755000,0.582940,-102.328654
2.396800,2.396800,0.967100,27.270000,0.959931,-215.338723
0.000000,2.403800,1.058600,-25.008000,2.651155,59.725167
-1.404800,0.000000,-0.026100,0.000000,-1.242674,101.307636
-2.422000,-2.422000,-0.352800,-26.516000,4.424410,-264.888620
-2.412000,-2.412000,-0.261300,0.000000,-1.495747,-72.989669
-2.405200,-2.405200,-0.235200,25.762000,-4.590216,45.020768
-2.400000,-2.400000,-0.771100,-13.635000,-0.036652,-78.784162
-2.398400,-2.398400,-0.274400,12.504000,-3.975860,59.594267
-2.396000,-2.396000,-0.509700,-26.893000,-2.612758,-260.385671
-2.391600,-2.391600,-0.614200,-26.893000,-1.802925,104.152523
-2.396800,-2.396800,-0.771100,12.504000,-1.535890,-126.056405
-2.396000,-2.396000,-0.810300,-1.131000,-1.567306,279.549386
-2.395400,-2.395400,-0.836400,-13.635000,-1.485275,22.366394
-0.581200,0.000000,-0.862500,-26.516000,-1.256637,32.864550
-0.582200,0.000000,-0.797200,-13.635000,-0.486947,101.874868
2.406800,2.406800,-0.248300,-13.258000,-0.190241,72.806410
2.395400,2.395400,-0.013000,26.139000,-0.570723,29.330258
2.396800,2.396800,0.313600,-26.139000,0.726057,34.505159
2.395400,2.395400,0.522700,13.258000,0.891863,6.972590
2.396000,2.396000,0.548900,-25.762000,0.883137,99.405227
